id,colony,category,zone_no,ward_no,ward_name,rates,rates_no,zone_name
1978,Sharman Vihar,F,9,136,Matiala,"Rs. 56,640 Per Square Meter",56640,Nazafgarh
1979,Shashi Garden,F,1,220,Patparganj,"Rs. 56,640 Per Square Meter",56640,Shahadra South
1980,Shastri Nagar,F,11,73,Shastri Nagar,"Rs. 56,640 Per Square Meter",56640,Sadar Paharganj
1981,Shastri Park,F,1,231,Ghondli,"Rs. 56,640 Per Square Meter",56640,Shahadra South
1982,Shastri Park(Beadan Pura),E,12,149,Rajinder Nagar,"Rs. 70,070 Per Square Meter",70070,Karol Bagh
1983,"Shastri Park, Nathu Pura",G,6,7,Burari,Rs. 46200 Per Square Meter,46200,Civil Line
1984,Shastri Park(Seelampur),F,1,233,Dharam Pura,"Rs. 56,640 Per Square Meter",56640,Shahadra South
1985,Sheesh Mahal,E,5,84,Turkman Gate,"Rs. 70,070 Per Square Meter",70070,City
1986,Sheikh Sarai Phase I,C,3,189,Greater Kailash II,"Rs. 1,59,840 Per Square Meter",159840,South
1987,Sheikh Sarai Phase II,D,3,189,Greater Kailash II,"Rs. 1,27,680 Per Square Meter",127680,South
1988,Sheikh Sarai Village,F,3,189,Greater Kailash II,"Rs. 56,640 Per Square Meter",56640,South
1989,Sherpur,F,2,269,Khajoori Khas,"Rs. 56,640 Per Square Meter",56640,Shahadra North
1990,Sherpur Deri,H,9,133,Chhawala,"Rs. 23,280 Per Square Meter",23280,Nazafgarh
1991,Sherpur Village,H,2,269,Khajoori Khas,"Rs. 23,280 Per Square Meter",23280,Shahadra North
1992,Sher Singh Enclave Karala,G,8,25,Pooth Kalan,Rs. 46200 Per Square Meter,46200,Rohini
1993,Shikar Pur,H,9,133,Chhawala,"Rs. 23,280 Per Square Meter",23280,Nazafgarh
1994,Shikshak Sadan,D,1,225,Anand Vihar,"Rs. 1,27,680 Per Square Meter",127680,Shahadra South
1995,Shish Mahal Enclave,G,7,34,Nithari,Rs. 46200 Per Square Meter,46200,Narela
1996,Shiva Enclave,D,8,63,Kohat Enclave,"Rs. 1,27,680 Per Square Meter",127680,Rohini
1997,"Shiva Enclave, Hiranki",G,7,4,Bakhtawarpur,Rs. 46200 Per Square Meter,46200,Narela
1998,Shiva Enclave(Paschim Vihar),D,10,58,Paschim Vihar North,"Rs. 1,27,680 Per Square Meter",127680,West
1999,"Shiva Enclave , Uttam Nagar",G,10,121,Kanwar Singh Nagar,Rs. 46200 Per Square Meter,46200,West
2000,Shivaji Enclave,E,10,101,Raja Garden,"Rs. 70,070 Per Square Meter",70070,West
2001,Shivaji Nagar,F,12,74,Inder Lok Colony,"Rs. 56,640 Per Square Meter",56640,Karol Bagh
2002,Shivaji Nagar(Narela),G,7,2,Bankner,Rs. 46200 Per Square Meter,46200,Narela
2003,Shivaji Park,F,2,248,Welcome Colony,"Rs. 56,640 Per Square Meter",56640,Shahadra North
2004,Shivaji Park(Madi Pur),E,10,103,Madipur A,"Rs. 70,070 Per Square Meter",70070,West
2005,Shiva Khand,G,1,238,Jhilmil,Rs. 46200 Per Square Meter,46200,Shahadra South
2006,Shivalik Colony,C,3,162,Village Huaz Rani,"Rs. 1,59,840 Per Square Meter",159840,South
2007,"Shivani Enclave , Kakrola",G,9,135,Kakrola,Rs. 46200 Per Square Meter,46200,Nazafgarh
2008,"Shivani Vihar , Kakraula",G,9,135,Kakrola,Rs. 46200 Per Square Meter,46200,Nazafgarh
2009,Shiv Colony Budh Vihar,G,8,23,Budh Vihar,Rs. 46200 Per Square Meter,46200,Rohini
2010,Shiv Enclave Dichaon Road,G,9,139,Dichaon Kalan,Rs. 46200 Per Square Meter,46200,Nazafgarh
2011,Shiv Mandir Mohalla Badli,G,6,17,Samaypur Badli,Rs. 46200 Per Square Meter,46200,Civil Line
2012,Shiv Nagar,F,10,117,Janak Puri West,"Rs. 56,640 Per Square Meter",56640,West
2013,Shiv Nagar (Uttam Nagar),F,10,127,Uttam Nagar,"Rs. 56,640 Per Square Meter",56640,West
2014,"Shiv Park, Deoli",F,3,181,Khanpur,"Rs. 56,640 Per Square Meter",56640,South
2015,Shiv Puri Extn,F,1,231,Ghondli,"Rs. 56,640 Per Square Meter",56640,Shahadra South
2016,"Shiv Puri, Jagat puri",F,1,231,Ghondli,"Rs. 56,640 Per Square Meter",56640,Shahadra South
2017,Shivpuri Mithapur Extn. Badarpur,G,4,202,Meethapur,Rs. 46200 Per Square Meter,46200,Central
2018,Shiv Puri Near Samahpur,G,6,17,Samaypur Badli,Rs. 46200 Per Square Meter,46200,Civil Line
2019,"Shiv Puri, Sagarpur",G,9,131,Sagarpur,Rs. 46200 Per Square Meter,46200,Nazafgarh
2020,"Shiv Ram Park , Nangloi",G,10,44,Quammruddin Nagar,Rs. 46200 Per Square Meter,46200,West
2021,Shiv Ram Park (Uttam Nagar),G,9,32,Nilothi,Rs. 46200 Per Square Meter,46200,Nazafgarh
2022,Shiv Vihar,G,10,43,Nangloi East,Rs. 46200 Per Square Meter,46200,West
2023,Shiv Vihar Karala,G,7,29,Karala,Rs. 46200 Per Square Meter,46200,Narela
2024,"Shiv Vihar, Karawal Nagar",G,2,265,Shiv Vihar,Rs. 46200 Per Square Meter,46200,Shahadra North
2025,Shiv Vihar (Uttam Nagar),G,10,121,Kanwar Singh Nagar,Rs. 46200 Per Square Meter,46200,West
2026,Shora Kothi,E,11,89,Paharganj,"Rs. 70,070 Per Square Meter",70070,Sadar Paharganj
2027,Shree Enclave,G,8,26,Sahibabad Daulat Pur,Rs. 46200 Per Square Meter,46200,Rohini
2028,Shree Nagar,E,11,69,Kamla Nagar,"Rs. 70,070 Per Square Meter",70070,Sadar Paharganj
2029,Shree Nagar Extn,E,11,69,Kamla Nagar,"Rs. 70,070 Per Square Meter",70070,Sadar Paharganj
2030,Shreshtha Vihar,D,1,225,Anand Vihar,"Rs. 1,27,680 Per Square Meter",127680,Shahadra South
2031,Shri Ram Colony,F,2,269,Khajoori Khas,"Rs. 56,640 Per Square Meter",56640,Shahadra North
2032,Shri Ram Nagar,F,2,247,Ram Nagar,"Rs. 56,640 Per Square Meter",56640,Shahadra North
2033,Shri Sai Nagar Mitha Pur,G,4,202,Meethapur,Rs. 46200 Per Square Meter,46200,Central
2034,Shubhadra Colony,F,12,74,Inder Lok Colony,"Rs. 56,640 Per Square Meter",56640,Karol Bagh
2035,Shubham Enclave,D,10,57,Paschim Vihar South,"Rs. 1,27,680 Per Square Meter",127680,West
2036,Shubh Enclave,D,8,60,Saraswati Vihar,"Rs. 1,27,680 Per Square Meter",127680,Rohini
2037,Shubh Enclave(Paschim Vihar),D,10,58,Paschim Vihar North,"Rs. 1,27,680 Per Square Meter",127680,West
2038,Shukla Enclave Ghevra Nizampur road,H,9,30,Mundaka,"Rs. 23,280 Per Square Meter",23280,Nazafgarh
2039,Shyama Prashad Mukerjee Park,F,10,106,Tagore Garden,"Rs. 56,640 Per Square Meter",56640,West
2040,Shyam Enclave,D,1,225,Anand Vihar,"Rs. 1,27,680 Per Square Meter",127680,Shahadra South
2041,Shyam Nagar,D,4,200,Harkesh Nagar,"Rs. 1,27,680 Per Square Meter",127680,Central
2042,"Shyam Park, Nawada",G,10,126,Nawada,Rs. 46200 Per Square Meter,46200,West
2043,Shyam Vihar,G,9,134,Nangli Sakravati,Rs. 46200 Per Square Meter,46200,Nazafgarh
2044,Siddhipura,F,11,90,Model Basti,"Rs. 56,640 Per Square Meter",56640,Sadar Paharganj
2045,Sidhartha Extention,E,4,156,Bhogal,"Rs. 70,070 Per Square Meter",70070,Central
2046,Sidhartha Nagar,E,4,156,Bhogal,"Rs. 70,070 Per Square Meter",70070,Central
2047,Sidharth Enclave,D,4,156,Bhogal,"Rs. 1,27,680 Per Square Meter",127680,Central
2048,Sidhora Kalan,G,11,69,Kamla Nagar,Rs. 46200 Per Square Meter,46200,Sadar Paharganj
2049,Silver Park,F,1,231,Ghondli,"Rs. 56,640 Per Square Meter",56640,Shahadra South
2050,Singalpur,F,8,56,Shalimar Bagh South,"Rs. 56,640 Per Square Meter",56640,Rohini
2051,Singar Pur,F,1,234,Gandhi Nagar,"Rs. 56,640 Per Square Meter",56640,Shahadra South
2052,Singhola,H,7,1,Narela,"Rs. 23,280 Per Square Meter",23280,Narela
2053,Singhu,H,7,4,Bakhtawarpur,"Rs. 23,280 Per Square Meter",23280,Narela
2054,Siras Pur Village,H,6,18,Libas Pur,"Rs. 23,280 Per Square Meter",23280,Civil Line
2055,Siri Fort Institutional Area,A,3,164,Hauz Khas,"Rs. 7,75,000 Per Square Meter",775000,South
2056,"Sita Puri , Pankha Road",G,9,120,Manohar Park,Rs. 46200 Per Square Meter,46200,Nazafgarh
2057,Sitaram Bazar,E,5,83,Bazar Sita Ram,"Rs. 70,070 Per Square Meter",70070,City
2058,Sita Saran Colony,E,6,9,Malkaganj,"Rs. 70,070 Per Square Meter",70070,Civil Line
2059,SKD Basti,F,5,81,Minto Road,"Rs. 56,640 Per Square Meter",56640,City
2060,Soami Nagar,B,3,191,Shahpur Jat,"Rs. 2,45,520 Per Square Meter",245520,South
2061,Somesh Vihar colony,F,9,133,Chhawala,"Rs. 56,640 Per Square Meter",56640,Nazafgarh
2062,Som Vihar,C,3,167,RK Puram,"Rs. 1,59,840 Per Square Meter",159840,South
2063,Sonia Gandhi JJ Camps,F,2,239,Vivek Vihar,"Rs. 56,640 Per Square Meter",56640,Shahadra North
2064,Sonia Vihar,G,2,272,Sadatpur Gujran,Rs. 46200 Per Square Meter,46200,Shahadra North
2065,Sorabh Vihar Hari Nagar Extn,E,10,109,Janakpuri North,"Rs. 70,070 Per Square Meter",70070,West
2066,South Anarkali,F,1,232,Anarkali,"Rs. 56,640 Per Square Meter",56640,Shahadra South
2067,South Ext (NDSE),B,4,159,Adnisganj,"Rs. 2,45,520 Per Square Meter",245520,Central
2068,South Moti Bagh,B,3,168,Nanak Pura,"Rs. 2,45,520 Per Square Meter",245520,South
2069,South Patel Nagar,D,12,96,New Ranjit Nagar,"Rs. 1,27,680 Per Square Meter",127680,Karol Bagh
2070,Sri Chand Park Near Matiala,G,9,136,Matiala,Rs. 46200 Per Square Meter,46200,Nazafgarh
2071,Sri Fort Banglows,A,4,159,Adnisganj,"Rs. 7,75,000 Per Square Meter",775000,Central
2072,Sri Nagar Garden,F,8,62,Rampura,"Rs. 56,640 Per Square Meter",56640,Rohini
2073,Srinivaspuri JJ Colony,G,4,193,Sriniwaspuri,Rs. 46200 Per Square Meter,46200,Central
2074,Sriniwaspuri,D,4,193,Sriniwaspuri,"Rs. 1,27,680 Per Square Meter",127680,Central
2075,Sriniwaspuri Extn,E,4,193,Sriniwaspuri,"Rs. 70,070 Per Square Meter",70070,Central
2076,"State Bank Colony, GT Karnal Road",D,6,72,Model Town,"Rs. 1,27,680 Per Square Meter",127680,Civil Line
2077,State Bank Nagar,D,10,57,Paschim Vihar South,"Rs. 1,27,680 Per Square Meter",127680,West
2078,Subhas Camp,F,3,180,Dakshin Puri Extn.,"Rs. 56,640 Per Square Meter",56640,South
2079,Subhash Khand,F,4,196,Kalkaji,"Rs. 56,640 Per Square Meter",56640,Central
2080,Subhash Mohalla,F,2,256,Yamuna Vihar,"Rs. 56,640 Per Square Meter",56640,Shahadra North
2081,Subhash Nagar,F,10,112,Subhash Nagar,"Rs. 56,640 Per Square Meter",56640,West
2082,Subhash Park,F,2,256,Yamuna Vihar,"Rs. 56,640 Per Square Meter",56640,Shahadra North
2083,Subhash park Extn,G,2,248,Welcome Colony,Rs. 46200 Per Square Meter,46200,Shahadra North
2084,Subhash Park(Rohtas Nagar),F,2,248,Welcome Colony,"Rs. 56,640 Per Square Meter",56640,Shahadra North
2085,Subhash Vihar,F,2,257,Subhash Mohalla,"Rs. 56,640 Per Square Meter",56640,Shahadra North
2086,"Subodh Park , Uttam Nagar",G,10,128,Bindapur,Rs. 46200 Per Square Meter,46200,West
2087,Sudarshan Park,E,10,99,Moti Nagar,"Rs. 70,070 Per Square Meter",70070,West
2088,Sudarshan Park Mithapur Extn.,G,4,202,Meethapur,Rs. 46200 Per Square Meter,46200,Central
2089,"Sudarshan Park, Uttam Nagar",F,9,148,Madhu Vihar,"Rs. 56,640 Per Square Meter",56640,Nazafgarh
2090,Suiwalan Area,E,5,84,Turkman Gate,"Rs. 70,070 Per Square Meter",70070,City
2091,Sukhdev Park,D,10,58,Paschim Vihar North,"Rs. 1,27,680 Per Square Meter",127680,West
2092,Sukhdev Vihar,B,4,193,Sriniwaspuri,"Rs. 2,45,520 Per Square Meter",245520,Central
2093,Sukhdev Vihar(DDA Flats),C,4,193,Sriniwaspuri,"Rs. 1,59,840 Per Square Meter",159840,Central
2094,Sukh Ram Park,F,9,136,Matiala,"Rs. 56,640 Per Square Meter",56640,Nazafgarh
2095,Sukh Vihar,D,1,231,Ghondli,"Rs. 1,27,680 Per Square Meter",127680,Shahadra South
2096,Sukhvir Nagar Karala,G,7,29,Karala,Rs. 46200 Per Square Meter,46200,Narela
2097,Sultanpur,H,3,174,Chhatarpur,"Rs. 23,280 Per Square Meter",23280,South
2098,Sultan Pur Dabas,H,7,27,Begumpur,"Rs. 23,280 Per Square Meter",23280,Narela
2099,Sultanpuri,G,8,39,Sultanpur Majra,Rs. 46200 Per Square Meter,46200,Rohini
2100,Sultanpur Majra,G,8,48,Mangolpuri West,Rs. 46200 Per Square Meter,46200,Rohini
2101,Sumit Vihar,F,9,136,Matiala,"Rs. 56,640 Per Square Meter",56640,Nazafgarh
2102,Sundar Block,F,1,223,Shakarpur,"Rs. 56,640 Per Square Meter",56640,Shahadra South
2103,Sunder Nagar,A,5,154,Nizamuddin,"Rs. 7,75,000 Per Square Meter",775000,City
2104,Sunder Nagri,F,2,244,Sunder Nagari,"Rs. 56,640 Per Square Meter",56640,Shahadra North
2105,Sunder Park,F,1,237,Shahdara,"Rs. 56,640 Per Square Meter",56640,Shahadra South
2106,Sunder Park Shastri Nagar,F,1,230,Geeta Colony,"Rs. 56,640 Per Square Meter",56640,Shahadra South
2107,Sunder Vihar,D,10,41,Guru Harkishan Nagar,"Rs. 1,27,680 Per Square Meter",127680,West
2108,Sunlight Colony- I,E,4,156,Bhogal,"Rs. 70,070 Per Square Meter",70070,Central
2109,Sunlight Colony - II,E,4,156,Bhogal,"Rs. 70,070 Per Square Meter",70070,Central
2110,Suraja Camp,F,4,198,Pul Pehladpur,"Rs. 56,640 Per Square Meter",56640,Central
2111,Surajmal Vihar,D,1,225,Anand Vihar,"Rs. 1,27,680 Per Square Meter",127680,Shahadra South
2112,Suraj Nagar,F,6,13,Dhirpur,"Rs. 56,640 Per Square Meter",56640,Civil Line
2113,Suraj Park Sameypur,F,8,49,Rohini North,"Rs. 56,640 Per Square Meter",56640,Rohini
2114,Surakhpur,H,9,139,Dichaon Kalan,"Rs. 23,280 Per Square Meter",23280,Nazafgarh
2115,Suraksha Enclave,D,8,60,Saraswati Vihar,"Rs. 1,27,680 Per Square Meter",127680,Rohini
2116,"Suraksha Vihar , Hastsal",G,10,122,Hastsal,Rs. 46200 Per Square Meter,46200,West
2117,Surat Vihar,G,7,34,Nithari,Rs. 46200 Per Square Meter,46200,Narela
2118,Surera,H,9,133,Chhawala,"Rs. 23,280 Per Square Meter",23280,Nazafgarh
2119,Surya Enclave,D,10,58,Paschim Vihar North,"Rs. 1,27,680 Per Square Meter",127680,West
2120,Surya Niketan,D,1,225,Anand Vihar,"Rs. 1,27,680 Per Square Meter",127680,Shahadra South
2121,Sushant Vihar Ibrahimpur,G,6,7,Burari,Rs. 46200 Per Square Meter,46200,Civil Line
2122,Sushila Garden Mandoli,G,2,264,Harsh Vihar,Rs. 46200 Per Square Meter,46200,Shahadra North
2123,Swami Ramtirth Nagar,E,11,90,Model Basti,"Rs. 70,070 Per Square Meter",70070,Sadar Paharganj
2124,Swami Shraddhanand Park,G,6,19,Bhalswa,Rs. 46200 Per Square Meter,46200,Civil Line
2125,"Swarn Park, Mundaka",G,9,30,Mundaka,Rs. 46200 Per Square Meter,46200,Nazafgarh
2126,Swasthya Vihar,D,1,228,Preet Vihar,"Rs. 1,27,680 Per Square Meter",127680,Shahadra South
2127,Swatantra Nagar Narela,G,7,2,Bankner,Rs. 46200 Per Square Meter,46200,Narela
2128,Swayamsidha Colony,E,10,103,Madipur A,"Rs. 70,070 Per Square Meter",70070,West
2129,Sweepers Colony,G,6,17,Samaypur Badli,Rs. 46200 Per Square Meter,46200,Civil Line
2130,Syndicate Enclave,G,9,129,Dabri,Rs. 46200 Per Square Meter,46200,Nazafgarh
2131,Tagore Garden(21),D,10,106,Tagore Garden,"Rs. 1,27,680 Per Square Meter",127680,West
2132,Tagore Park,D,6,12,GTB Nagar,"Rs. 1,27,680 Per Square Meter",127680,Civil Line
2133,Tagore Park (21),D,10,106,Tagore Garden,"Rs. 1,27,680 Per Square Meter",127680,West
2134,Tagore Park Extn.,D,6,12,GTB Nagar,"Rs. 1,27,680 Per Square Meter",127680,Civil Line
2135,Taimoor Nagar,G,4,205,Zakir Nagar,Rs. 46200 Per Square Meter,46200,Central
2136,Taimoor Nagar (Pillanji),G,4,205,Zakir Nagar,Rs. 46200 Per Square Meter,46200,Central
2137,Taimoor Nagar Village,G,4,205,Zakir Nagar,Rs. 46200 Per Square Meter,46200,Central
2138,Taj Enclave,F,1,230,Geeta Colony,"Rs. 56,640 Per Square Meter",56640,Shahadra South
2139,Tajpur Kalan,H,7,4,Bakhtawarpur,"Rs. 23,280 Per Square Meter",23280,Narela
2140,Taj Pur Khurd,H,9,134,Nangli Sakravati,"Rs. 23,280 Per Square Meter",23280,Nazafgarh
2141,Tajpur Pahari Village,H,4,203,Badarpur,"Rs. 23,280 Per Square Meter",23280,Central
2142,Tajpur Village,H,4,203,Badarpur,"Rs. 23,280 Per Square Meter",23280,Central
2143,Talimabad,F,4,188,Sangam Vihar East,"Rs. 56,640 Per Square Meter",56640,Central
2144,"Tara Nagar, Kakrola",G,9,135,Kakrola,Rs. 46200 Per Square Meter,46200,Nazafgarh
2145,Tarun Enclave,D,8,60,Saraswati Vihar,"Rs. 1,27,680 Per Square Meter",127680,Rohini
2146,Tatarpur,G,10,105,Rajouri Garden,Rs. 46200 Per Square Meter,46200,West
2147,Tatesar,H,7,29,Karala,"Rs. 23,280 Per Square Meter",23280,Narela
2148,Teachers Colony,G,6,17,Samaypur Badli,Rs. 46200 Per Square Meter,46200,Civil Line
2149,Teachers Quarters,F,12,74,Inder Lok Colony,"Rs. 56,640 Per Square Meter",56640,Karol Bagh
2150,Tekhand,G,4,197,Tughlakabad,Rs. 46200 Per Square Meter,46200,Central
2151,Telephone Colony,F,2,239,Vivek Vihar,"Rs. 56,640 Per Square Meter",56640,Shahadra North
2152,Telibara,F,1,237,Shahdara,"Rs. 56,640 Per Square Meter",56640,Shahadra South
2153,Teliwara,E,11,76,Deputy Ganj,"Rs. 70,070 Per Square Meter",70070,Sadar Paharganj
2154,Temple Colony Shamaypur,G,6,17,Samaypur Badli,Rs. 46200 Per Square Meter,46200,Civil Line
2155,Thakkar Bapa Nagar,E,12,92,Dev Nagar,"Rs. 70,070 Per Square Meter",70070,Karol Bagh
2156,Than Singh Nagar,F,12,95,East Patel Nagar,"Rs. 56,640 Per Square Meter",56640,Karol Bagh
2157,Tigi Pur,H,7,4,Bakhtawarpur,"Rs. 23,280 Per Square Meter",23280,Narela
2158,Tigri Colony,G,3,179,Tigri,Rs. 46200 Per Square Meter,46200,South
2159,Tigri Village,H,4,185,Tughlakabad Extn.,"Rs. 23,280 Per Square Meter",23280,Central
2160,Tihar,G,10,112,Subhash Nagar,Rs. 46200 Per Square Meter,46200,West
2161,Tikri Kalan,H,9,30,Mundaka,"Rs. 23,280 Per Square Meter",23280,Nazafgarh
2162,Tikri Khurd,H,7,1,Narela,"Rs. 23,280 Per Square Meter",23280,Narela
2163,Tilak Khand,F,4,196,Kalkaji,"Rs. 56,640 Per Square Meter",56640,Central
2164,Tilak Nagar,E,10,114,Tilak Nagar,"Rs. 70,070 Per Square Meter",70070,West
2165,Tilak Vihar,F,10,107,Vishnu Garden,"Rs. 56,640 Per Square Meter",56640,West
2166,Tilang Pur Kotla,H,10,121,Kanwar Singh Nagar,"Rs. 23,280 Per Square Meter",23280,West
2167,Timarpur,D,6,10,Timarpur,"Rs. 1,27,680 Per Square Meter",127680,Civil Line
2168,Tirthanker Nagar,G,7,27,Begumpur,Rs. 46200 Per Square Meter,46200,Narela
2169,Tis Hazari,D,6,77,Kashmiri Gate,"Rs. 1,27,680 Per Square Meter",127680,Civil Line
2170,Todapur Village,H,12,150,Sat Nagar,"Rs. 23,280 Per Square Meter",23280,Karol Bagh
2171,Tokriwalan,E,11,76,Deputy Ganj,"Rs. 70,070 Per Square Meter",70070,Sadar Paharganj
2172,Tomar Colony Kamal Pur Majra,G,6,8,Jharoda,Rs. 46200 Per Square Meter,46200,Civil Line
2173,"Toot Sarai, Malviya Nagar",F,3,162,Village Huaz Rani,"Rs. 56,640 Per Square Meter",56640,South
2174,Transit Camp,G,4,199,Tekhand,Rs. 46200 Per Square Meter,46200,Central
2175,Transport Nagar(Tri Nagar),F,8,62,Rampura,"Rs. 56,640 Per Square Meter",56640,Rohini
2176,Trilokpuri,G,1,209,Mayur Vihar Phase I,Rs. 46200 Per Square Meter,46200,Shahadra South
2177,Tri Nagar,F,8,61,Tri Nagar,"Rs. 56,640 Per Square Meter",56640,Rohini
2178,Tughlakabad,G,4,197,Tughlakabad,Rs. 46200 Per Square Meter,46200,Central
2179,Tughlakabad Extn,F,4,185,Tughlakabad Extn.,"Rs. 56,640 Per Square Meter",56640,Central
2180,Tughlaqabad Institutional Area,C,4,185,Tughlakabad Extn.,"Rs. 1,59,840 Per Square Meter",159840,Central
2181,Tukhmir Pur Extn.,G,2,270,Tukh Mirpur,Rs. 46200 Per Square Meter,46200,Shahadra North
2182,Tukhmir Pur Village,H,2,270,Tukh Mirpur,"Rs. 23,280 Per Square Meter",23280,Shahadra North
2183,Tulsi Nagar,F,12,74,Inder Lok Colony,"Rs. 56,640 Per Square Meter",56640,Karol Bagh
2184,Tulsiram Bagichi (Nangal Raya),G,10,110,Janakpuri II,Rs. 46200 Per Square Meter,46200,West
2185,Tunda Nagar,G,2,261,Jiwanpur,Rs. 46200 Per Square Meter,46200,Shahadra North
2186,Tyagi Colony,G,9,32,Nilothi,Rs. 46200 Per Square Meter,46200,Nazafgarh
2187,Tyagi Vihar near Ghevra,G,9,30,Mundaka,Rs. 46200 Per Square Meter,46200,Nazafgarh
2188,Uday Niketan,D,12,152,Naraina,"Rs. 1,27,680 Per Square Meter",127680,Karol Bagh
2189,Uday Park,B,3,164,Hauz Khas,"Rs. 2,45,520 Per Square Meter",245520,South
2190,Uday Vihar,G,10,44,Quammruddin Nagar,Rs. 46200 Per Square Meter,46200,West
2191,"Uday Vihar Colony, Kanjhawala",G,7,29,Karala,Rs. 46200 Per Square Meter,46200,Narela
2192,Udyog Nagar,E,10,42,Peragharhi,"Rs. 70,070 Per Square Meter",70070,West
2193,Uggar Sain Park,G,8,35,Kirari Suleman Nagar,Rs. 46200 Per Square Meter,46200,Rohini
2194,Ujjawal,G,10,116,Vikaspuri East,Rs. 46200 Per Square Meter,46200,West
2195,Ujwa,H,9,140,Khera,"Rs. 23,280 Per Square Meter",23280,Nazafgarh
2196,University Area (North Campus),C,6,10,Timarpur,"Rs. 1,59,840 Per Square Meter",159840,Civil Line
2197,Upadhyay Block,F,1,224,Pandav Nagar,"Rs. 56,640 Per Square Meter",56640,Shahadra South
2198,"Usha Enclave,Societies",D,1,220,Patparganj,"Rs. 1,27,680 Per Square Meter",127680,Shahadra South
2199,Usha Park,F,10,109,Janakpuri North,"Rs. 56,640 Per Square Meter",56640,West
2200,Usmanpur Village,G,2,251,New Usmanpur,Rs. 46200 Per Square Meter,46200,Shahadra North
2201,Utsav Vihar Karala,G,7,29,Karala,Rs. 46200 Per Square Meter,46200,Narela
2202,Uttam Nagar (17),F,9,119,Milap Nagar,"Rs. 56,640 Per Square Meter",56640,Nazafgarh
2203,Uttam Vihar,G,9,148,Madhu Vihar,Rs. 46200 Per Square Meter,46200,Nazafgarh
2204,Uttaranchal Colony,F,2,263,Saboli,"Rs. 56,640 Per Square Meter",56640,Shahadra North
2205,Uttranchal Enclave (Kamal Pur),G,6,6,Mukund Pur,Rs. 46200 Per Square Meter,46200,Civil Line
2206,Vaishali,D,8,54,Pitampura North,"Rs. 1,27,680 Per Square Meter",127680,Rohini
2207,"Vaishali Colony, Dabri",G,9,129,Dabri,Rs. 46200 Per Square Meter,46200,Nazafgarh
2208,Vakil Pura,E,5,79,Jama Masjid,"Rs. 70,070 Per Square Meter",70070,City
2209,Vandana Vihar (Nangloi),G,10,43,Nangloi East,Rs. 46200 Per Square Meter,46200,West
2210,Vani Vihar,G,10,128,Bindapur,Rs. 46200 Per Square Meter,46200,West
2211,Vardhman Nagar,E,12,74,Inder Lok Colony,"Rs. 70,070 Per Square Meter",70070,Karol Bagh
